date,spend,permits,permit_val,starts,completions,manufactured,new_for_sale,months_supply,emratio,pop_level,gdp,mortgage_rate,fed_fund_rate,disp_income,pm_save,consump_durable,new_sold
2017-07-01,542342,812,16710.279,843,844.0,83,275,5.8,60.2,255151,99.78852568,3.9675,1.06,13999.9,1127.1,1391.1,572
2017-08-01,542135,800,18434.621,874,739.0,91,284,6.4,60.1,255357,99.85279292,3.88,1.16,14015.8,1134.1,1384.8,556
2017-09-01,544226,823,16138.128,836,780.0,92,285,5.7,60.4,255562,99.93009235,3.805,1.16,14030.9,1091.8,1417.3,637
2017-10-01,537894,850,17208.938,884,801.0,98,289,5.9,60.1,255766,100.0155094,3.895,1.06,14062.7,1113.0,1425.5,626
2017-11-01,561466,865,15039.067,951,794.0,100,292,5.8,60.1,255949,100.1034949,3.922,1.16,14078.4,1049.9,1443.8,711
2017-12-01,564275,881,13892.326,854,850.0,104,294,6.6,60.1,256109,100.1894523,3.95,1.16,14111.5,989.3,1454.1,630
2018-01-01,570597,870,15534.35,883,854.0,103,294,6.2,60.2,256780,100.2711543,4.0325,1.33,14211.4,1127.7,1442.4,610
2018-02-01,576567,886,15179.495,906,893.0,101,295,5.4,60.4,256934,100.3469385,4.33,1.42,14250.1,1162.4,1453.0,618
2018-03-01,571961,851,18583.155,889,855.0,100,293,4.5,60.4,257097,100.4142279,4.444,1.42,14298.3,1170.0,1452.7,670
2018-04-01,574593,863,19219.115,892,787.0,99,294,4.8,60.4,257272,100.4684994,4.4675,1.67,14329.5,1152.3,1466.7,655
2018-05-01,578615,843,20593.37,937,876.0,98,299,4.8,60.5,257454,100.5044394,4.586,1.7,14373.2,1160.9,1475.8,674
2018-06-01,570521,853,19963.246,854,856.0,97,308,5.5,60.4,257642,100.5180699,4.57,1.7,14416.2,1181.7,1471.2,631
2018-07-01,560485,873,19036.56,860,818.0,95,313,6.1,60.5,257843,100.5102271,4.5275,1.91,14467.0,1192.8,1477.1,611
2018-08-01,550313,827,19463.956,889,939.0,97,322,6.8,60.3,258066,100.4847365,4.55,1.91,14509.6,1192.5,1482.6,592
2018-09-01,550704,854,16009.395,880,837.0,96,326,7.1,60.4,258290,100.4481826,4.6275,1.91,14498.8,1195.7,1475.0,589
2018-10-01,535314,847,18166.321,865,826.0,93,335,7.8,60.5,258514,100.4110062,4.83,2.18,14527.7,1169.4,1480.8,567
2018-11-01,537537,848,15010.148,804,778.0,89,341,7.7,60.5,258708,100.3843189,4.866,2.2,14550.4,1135.5,1505.0,600
2018-12-01,517562,829,13103.66,814,774.0,87,348,9.1,60.6,258888,100.3768651,4.6375,2.2,14719.3,1450.5,1447.6,550
2019-01-01,516899,821,14255.89,966,922.0,87,349,7.1,60.6,258239,100.391328,4.464,2.4,14714.3,1386.6,1463.4,599
2019-02-01,516346,817,14011.798,792,839.0,88,340,6.0,60.8,258392,100.4268574,4.37,2.4,14742.1,1419.1,1462.2,638
2019-03-01,517654,816,17028.186,833,961.0,90,331,4.8,60.7,258537,100.4800761,4.265,2.4,14732.5,1324.4,1494.3,702
2019-04-01,523932,786,18597.924,862,924.0,91,330,5.2,60.6,258693,100.5446328,4.1425,2.41,14678.0,1233.3,1496.9,698
2019-05-01,531954,810,19811.438,814,885.0,92,334,5.9,60.6,258861,100.6135383,4.072,2.45,14673.5,1190.7,1510.3,620
2019-06-01,542612,823,18387.526,864,883.0,93,326,5.0,60.7,259037,100.6807524,3.8025,2.4,14686.4,1159.0,1520.6,753
2019-07-01,554234,829,19259.858,871,904.0,94,327,5.9,60.8,259225,100.7425267,3.765,2.39,14703.7,1138.0,1523.4,674
2019-08-01,558908,896,19568.3,911,938.0,96,325,5.7,60.8,259432,100.7968968,3.616,2.14,14777.8,1179.0,1528.4,699
2019-09-01,561924,900,17639.251,906,852.0,97,322,5.7,60.9,259638,100.8436297,3.605,2.13,14807.9,1198.1,1542.5,719
2019-10-01,564734,929,19944.934,911,920.0,98,324,5.9,60.9,259845,100.8847679,3.688,1.88,14821.4,1203.6,1529.9,714
2019-11-01,577566,935,15792.463,933,915.0,99,322,5.6,61.0,260020,100.9215136,3.695,1.57,14885.9,1227.8,1547.1,694
2019-12-01,583160,940,15548.104,1047,903.0,100,322,5.3,61.0,260181,100.9515862,3.72,1.56,14844.1,1193.8,1540.6,688
2020-01-01,596265,977,17213.57,989,906.0,98,325,5.0,61.1,259502,100.9669692,3.624,1.55,14976.5,1293.8,1550.8,708
2020-02-01,607522,994,17544.116,1034,1010.0,104,327,5.5,61.2,259628,100.9557263,3.465,1.59,15068.8,1392.4,1550.0,690
2020-03-01,617990,884,19155.129,880,907.0,96,330,6.5,59.9,259758,96.08366041,3.45,1.58,14844.0,2147.9,1353.9,610
2020-04-01,599184,673,15597.214,685,865.0,73,321,6.6,51.3,259896,93.0956603,3.306,0.06,17170.7,6392.5,1195.4,582
2020-05-01,591253,753,16376.47,733,836.0,80,312,5.3,52.8,260047,91.58003532,3.2325,0.05,16333.0,4478.1,1532.5,706
2020-06-01,593464,850,20810.768,903,927.0,86,301,4.3,54.7,260204,93.39465649,3.1625,0.05,16057.3,3445.3,1676.9,922
2020-07-01,614353,993,22757.801,995,950.0,97,291,3.6,55.2,260373,95.18736623,3.016,0.08,16151.9,3359.4,1730.9,1007
2020-08-01,638430,1055,21995.756,1023,895.0,95,286,3.5,56.5,260558,96.95749456,2.935,0.1,15553.9,2598.4,1754.4,1036
2020-09-01,657613,1121,23179.135,1105,933.0,96,286,2.5,56.6,260742,97.14427086,2.89,0.09,15643.4,2506.2,1774.6,991
2020-10-01,677725,1141,23846.574,1162,898.0,100,284,3.5,57.4,260925,97.33597359,2.834,0.09,15568.4,2370.9,1794.0,1001
2020-11-01,697825,1155,19839.048,1182,913.0,101,290,4.0,57.4,261085,97.54530126,2.765,0.09,15366.5,2239.3,1763.7,851
2020-12-01,719089,1233,22196.074,1315,958.0,104,299,3.8,57.4,261230,97.92092986,2.684,0.09,15393.8,2426.2,1719.9,871
